id,screenName,location,text,created
1.6e+18,ShowPlaceICON,"Chicago, IL Minneapolis, MN Mountain View, CA","See why#BabylonMovie is nominated for 5 #GoldenGlobes, including:
Best Motion Picture - Musical or Comedy
Best Actor - Diego Calva
Best Actress - Margot Robbie
Best Supporting Actor - Brad Pitt
Best Original Score - Justin Hurwitz

__ï¸: https://t.co/rZi0LloxMj https://t.co/4wPymUi72h",2022/12/12 23:15
1.6e+18,MorningScandal,,"Austin Butler shares upon Golden Globes nomination that when preparing for his role as Elvis, he did not speak to his family for three years #GoldenGlobes  #Elvis  #AustinButler https://t.co/305ktXcx9E",2022/12/12 23:05
1.6e+18,WIONews,India,"#InPics | From James Cameron's 'Avatar: The Way Of Water', to Tom Cruise' epic sequel 'Top Gun: Maverick'- here are the nominees in the Best Motion Picture - Drama category

#GoldenGlobes

https://t.co/EsUZhbFgSC",2022/12/12 23:00
1.6e+18,peterhowellfilm,"Toronto, Canada","The Hollywood Foreign Press Association has low standards of excellence. Nevertheless it's hard to fathom five #GoldenGlobes nominations for Damien Chazelle's Hollywood dung splat ""Babylon"" while Jordan Peele's cerebral thriller ""Nope,"" one of the year's finest films, gets nada. https://t.co/Pa3ZAJMolS",2022/12/12 22:55
1.6e+18,SangelesLo,Why so serious?,"ConcrÃ¨tement je pense que Michelle Yeoh pourrait bien tout rafler, mais je m'allonge pour Margot Robbie dans Babylon ____ #GoldenGlobes",2022/12/12 22:53
1.6e+18,paramountnz,New Zealand,"Congratulations to the cast &amp; crew of #BabylonMovie for five #GoldenGlobes nominations, including:
Best Motion Picture - Musical or Comedy
Best Actor - Diego Calva
Best Actress - Margot Robbie
Best Supporting Actor - Brad Pitt
Best Original Score - Justin Hurwitz https://t.co/S8iDAYWx4P",2022/12/12 22:45
1.6e+18,KatieBarry_,"Dublin, _ire",Film wise The banshees of Inisheeran and Elvis were excellent movies! ________ #GoldenGlobes,2022/12/12 22:43
1.6e+18,Diego01852452,,"De estos actores, solo he visto #AustinButler en #Elvis, obviamente. Me falta el resto, pero sÃ© que #BrendanFraser y #HughJackman han hecho un gran trabajo en #TheWhale y #TheSon!! Ojito con #BillNighy por #Living. The Inspection no me suena de nada. #GoldenGlobes.",2022/12/12 22:42
1.6e+18,eloscarologo,Ciudad de Buenos Aires,"#GoldenGlobes2023 les comparto el link con la critica de #Elvis2022, nominada a 3 #GoldenGlobes , que escribÃ­ para la pagina El oscarologo, https://t.co/OSTrwq7xpy
https://t.co/saCBdhoJp4 https://t.co/PdWuKEF4DR",2022/12/12 22:27
1.6e+18,ajm510,NYC,@AButlerNews @austinbutler Hope he wins! He was brilliant as #Elvis! #AustinButler #GoldenGlobes #GoldenGlobes2023,2022/12/12 22:26
1.6e+18,apolo_junior,"Olinda, Brasil","AlguÃ©m traz esse filme do Masaaki Yuasa, Inu-Oh, para Brasil__ @Crunchyroll_PT e @DiamondFilmsBR 

O filme foi pro festival de Veneza, Festival de Cannes, e festivais de cinema em Tokyo e na Coreia do Sul. Hoje ele foi indicado ao #GoldenGlobes  de melhor Filme de animaÃ§Ã£o",2022/12/12 22:19
1.6e+18,Geek509_,,"Meilleure comÃ©die ou comÃ©die musicale:

- Babylon 
- Everything Everywhere All at Once 
- Les Banshees d'Inisherin 
- Glass Onion 
- Triangle of Sadness 
#everythingeverywhereallatonce 
#goldenglobes #AvatarTheWayOfWater https://t.co/jGsO1bRlgm",2022/12/12 22:17
1.6e+18,alemorgado19,,"Si Babylon es lo mitad de buena de lo que es su bso pues es la mejor del aÃ±o y de las mejores en Ã©sta dÃ©cada que apenas inicia.
#GoldenGlobes https://t.co/NKT1uR72Km",2022/12/12 22:17
1.6e+18,AddToTheList_,Gotham City,"#GoldenGlobes Nominations for Best Animated Picture:

Guillermo del Toro's Pinocchio
Inu-oh
Marcel the Shell with Shoes On
Puss in Boots: The Last Wish
Turning Red https://t.co/1mWYUwh7pU",2022/12/12 22:14
1.6e+18,AcaEnElShow,,"#BuenasNoticias 

Tres mexicanos estÃ¡n nominados en los #GoldenGlobes

___ Guillermo Del Toro: Nominado a mejor PelÃ­cula Animada por Pinocchio
___ Diego Luna: nominado a Mejor Actor en serie de drama por Andor
___ Diego Calva: nominado a Mejor Actor de Comedia o Musical por Babylon https://t.co/UeLqpjuTOT",2022/12/12 22:08
1.6e+18,LaloGonzalezM,"MÃ©xico, D.F.","____ __Pinocho de Guillermo del Toro va por 3 #GoldenGlobes  
____ AdemÃ¡s, Diego Luna tambiÃ©n se metiÃ³ en la terna de Mejor Actor de Serie DramÃ¡tica por su trabajo en #Andor 
____ El mexicano Diego Calva tambiÃ©n fue nominado por #Babylon 
https://t.co/VlXseXUzeR vÃ­a @889Noticias",2022/12/12 22:03
1.6e+18,AddToTheList_,Gotham City,"Golden Globe 2023 Nominations (Totals)

The Banshees of Inisherin - 8
Everything Everywhere All at Once - 6
Babylon - 5
The Fabelmans - 5
Elvis - 3
Guillermo del Toro's Pinocchio - 3

#GoldenGlobes",2022/12/12 22:02
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor CanciÃ³n - PelÃ­cula

_ ""Carolina"" - Where The Crawdads Sing
_ ""Ciao Papa"" - Guillermo del Toro's Pinocchio
_ ""Hold My Hand"" - Top Gun: Maverick
_ ""Lift Me Up"" - Black Panther: Wakanda Forever
_ ""Naatu Naatu"" - RRR https://t.co/F2SfQ1YUcv",2022/12/12 22:00
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor PelÃ­cula - Drama

_ Avatar: The Way of Water
_ Elvis 
_ The Fabelmans 
_ TÃ¡r
_ Top Gun: Maverick https://t.co/xSNbcSTvH4",2022/12/12 21:55
1.6e+18,NellieLaRoy_,she/her ,"Diego Calva reacting to his #GoldenGlobes nomination _¤ï_ He is nominated in category Best Performance by an Actor  in a Motion Picture _ Musical or Comedy.
His reaction is so cute! #DiegoCalva deserves the world _¤ï_ We are so proud of you, Diego! #BabylonMovie https://t.co/dhSmuV9GD4",2022/12/12 21:51
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor PelÃ­cula - Musical / Comedia

_ Babylon
_ The Banshees of Inisherin
_ Everything Everywhere All at Once 
_ Glass Onion: A Knives Out Mystery
_ Triangle of Sadness https://t.co/bcNjk7TJw0",2022/12/12 21:50
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Actor - PelÃ­cula - Drama

_ Austin Butler - Elvis 
_ Brendan Fraser - The Whale 
_ Hugh Jackman - The Son
_ Bill Nighy - Living 
_ Jeremy Pope - The Inspection https://t.co/tCcicmlrFN",2022/12/12 21:44
1.6e+18,411wrestling,,"The Golden Globes return to television this year, and The Banshees of Inisherin &amp; Everything Everywhere All at Once topped the list of nominations today.  #BansheesOfInisherin #EverythingEverywhereAllAtOnce #GoldenGlobes https://t.co/3pRvwGbac6 https://t.co/pabtRRCkd6",2022/12/12 21:43
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Actriz - PelÃ­cula - Musical/Comedia.

_ Lesley Manville - Mrs. Harris Goes to Paris 
_ Margot Robbie - Babylon
_ Anya Taylor-Joy - The Menu
_ Emma Thompson - Good Luck to You, Leo Grande 
_ Michelle Yeoh - Everything Everywhere All at Once https://t.co/wZEPVWb4gy",2022/12/12 21:40
1.6e+18,parego,Always on the left side ____,"Melhor filme musical da dÃ©cada!!!
Obra prima.
Esperando ver a versÃ£o de 4 horas do diretor __
#ElvisMovie 
#Elvis2022 
#BazLuhrmann 
#AustinButler 
#GoldenGlobes 
#GoldenGlobes2023 https://t.co/0DlmrPiM9E",2022/12/12 21:34
1.6e+18,PPatchwork,,"Viennent ensuite ""The Fabelmans"", ""Babylon"" et ""Elvis""  avec 5 rÃ©compenses possibles pour chacun.

Pour le reste du programme - notamment les sÃ©ries TV - de cette 80e cÃ©rÃ©monie des #GoldenGlobes c'est par ici :

https://t.co/3xktwlurCh",2022/12/12 21:33
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Actor de Reparto - PelÃ­cula

_ Brendan Gleeson - The Banshees of Inisherin 
_ Barry Keoghan - The Banshees of Inisherin
_ Brad Pitt - Babylon 
_ Ke Huy Quan - Everything Everywhere All at Once 
_ Eddie Redmayne - The Good Nurse https://t.co/Q4JNV6Xns0",2022/12/12 21:30
1.6e+18,PPatchwork,,"Les diffÃ©rentes nominations des #GoldenGlobes ont Ã©tÃ© rÃ©vÃ©lÃ©es aujourd'hui.

Le film ""The Banshees of Inisherin"" domine la compÃ©tition avec 8 prix possibles.

La surprise ""Everything Everywhere All at Once"" est, elle, en lice dans 6 catÃ©gories.",2022/12/12 21:29
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Actriz de Reparto - PelÃ­cula

_ Angela Bassett - Black Panther: Wakanda Forever
_ Kerry Condon - The Banshees of Inisherin
_ Jamie Lee Curtis - Everything Everywhere All at Once
_ Dolly De Leon - Triangle of Sadness
_ Carey Mulligan - She Said https://t.co/FichdBkCTu",2022/12/12 21:20
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Director.

_ James Cameron - Avatar: The Way of Water
_ Daniel Kwan, Daniel Scheinert - Everything Everywhere All at Once 
_ Baz Luhrmann - Elvis 
_ Martin McDonagh - The Banshees of Inisherin
_ Steven Spielberg - The Fabelmans https://t.co/OrCAzCakYX",2022/12/12 21:10
1.6e+18,LukaSSanto_s,LenÃ§Ã³is Paulista,"Melhor Filme DramÃ¡tico: Top Gun: Maverick
Melhor Ator Drama: Brendan Fraser
Melhor Atriz Drama: Viola Davis
Melhor SÃ©rie Drama: Better Call Saul
Melhor Atriz SÃ©rie Drama: Emma D'Arcy
Melhor SÃ©rie ComÃ©dia/Musical: Wandinha

POSSO CRAVAR ESSES ____ #GoldenGlobes
#GoldenGlobes2023",2022/12/12 21:10
1.6e+18,cinema_chitchat,New York,"""Top Gun"", ""Avatar"" and ""Elvis"" best dramas of 2022??! Is this a desperate attempt by the #GoldenGlobes to stay relevant? https://t.co/JHyxlY0DQS",2022/12/12 21:05
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Actor - PelÃ­cula - Musical / Comedia.

_ Diego Calva - Babylon
_ Daniel Craig - Glass Onion: A Knives Out Mystery
_ Adam Driver - White Noise 
_ Colin Farrell - The Banshees of Inisherin
_ Ralph Fiennes - The Menu https://t.co/9KPDvMs9jJ",2022/12/12 21:05
1.6e+18,prairie1967,,@ElvisMovie @bazluhrmann @austinbutler @goldenglobes @wbpictures I had refused to watch this thinking NOBODY could do justice playing Elvis_then I watched it last week. I was wrong. Austin Butler did a phenomenal job and the movie was extraordinary! Congratulations!_¤ï_#GoldenGlobes,2022/12/12 21:01
1.6e+18,GrapesOf_Kath,,So you__e telling me that the Hollywood Foreign Press Association watched Everything Everywhere All at Once and decided not to nominate Stephanie Hsu?? Did we watch the same movie??? #GoldenGlobes,2022/12/12 21:00
1.6e+18,proof_inc,"Los Angeles, CA",Congratulations to #TopGun: Maverick and #Avatar: The Way of Water for their #GoldenGlobes nomination for Best Motion Picture - Drama (among other nominations)!! We couldn__ be more excited for these two films and are honored to have work on the #visualization __ #ProofInc https://t.co/v8hVrYnz7g,2022/12/12 21:00
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor PelÃ­cula Animada

_ Pinocchio Guillermo del Toro
_ Inu-Oh
_ Marcel the Shell with Shoes On 
_ Puss In Boots: The Last Wish
_ Turning Red https://t.co/7m0iWNjc2g",2022/12/12 20:55
1.6e+18,noir_arcenciel,Lebanon,"Triangle of Sadness _¥ï_ 
I can__ wait to see The Banshees Of Inisherin and Babylon as well! #GoldenGlobes",2022/12/12 20:51
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor GuiÃ³n - PelÃ­cula

_ Todd Field - TÃ¡r 
_ Daniel Kwan, Daniel Scheinert - Everything Everywhere All at Once 
_ Martin McDonagh - The Banshees of Inisherin 
_ Sarah Polley - Women Talking
_ Steven Spielberg, Tony Kushner - The Fabelmans https://t.co/oRYzTSs3YN",2022/12/12 20:46
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ ____ Ø£____Ø´_:
Guillermo del Toro__ Pinocchio
Marcel the Shell With Shoes On
Puss in Boots: The Last Wish
Turning Red
Inu-Oh

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EJJX https://t.co/nNnzUi4Zu7",2022/12/12 20:43
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ Ø£Øº__Ø©:
__arolina,_ (Where the Crawdads Sing)
__iao Papa,_ (Guillermo del Toro__ Pinocchio)
__old My Hand,_ (Top Gun: Maverick)
__ift Me Up,_ (Black Panther: Wakanda Forever)
__aatu Naatu,_ (RRR)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/sW7OzsH65y",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ __Ø³___ ØªØµ__Ø±_Ø©:
Ø§__Ø³_Ø¯Ø± Ø¯_Ø³Ø¨_Ø§Øª, (Guillermo del Toro__ Pinocchio)
___Ø¯_Ø± Øº__Ø§Ø¯_Øª_Ø±, (Women Talking)
Ø¬Ø³Øª__ __Ø±__ØªØ², (Babylon)
Ø¬__ ____Ø§_Ø², (The Fabelmans)
_Ø§Ø±Øª_Ø± Ø¨_Ø±___, (The Banshees of Inisherin)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/iYpxDdnVva",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ Ø³__Ø§Ø±__ ____:
Øª_Ø¯ ___Ø¯, (TÃ¡r)
Øª___ __Ø´_Ø± _Ø³Øª__ Ø³Ø¨__Ø¨_Ø±Øº, (The Fabelmans)
Ø¯Ø§____ __Ø§_ _Ø¯Ø§____ Ø´___Ø±Øª, (Everything Everywhere All at Once)
_Ø§Ø±Øª_ _Ø§_Ø¯__Ø§, (The Banshees of Inisherin)
Ø³Ø§Ø±Ø© Ø¨___, (Women Talking)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/okKlfwpVNJ",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ __Ø«_ _Ø³Ø§Ø¹Ø¯ __ ____ Ø³___Ø§Ø¦_:
Ø¨Ø±__Ø¯Ø§_ Øº__Ø³__, (The Banshees of Inisherin)
__ ___ __Ø§_, (Everything Everywhere All at Once)
Ø¨Ø§Ø±_ ___ØºØ§_, (The Banshees of Inisherin)
Ø¨Ø±Ø§Ø¯ Ø¨_Øª, (Babylon)
Ø¥_Ø¯_ Ø±_Ø¯_Ø§_, (The Good Nurse)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EJJX https://t.co/9DKJfMKC5a",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ __Ø«_Ø© __ ____ __Ø³___ Ø£_ ____Ø¯_:
_Ø§Ø±Øº_ Ø±_Ø¨_, (Babylon)
Ø¢__Ø§ ØªØ§___Ø± Ø¬__, (The Menu)
Ø¥__Ø§ Ø«__Ø¨Ø³__, (Good Luck to You, Leo Grande)
__Ø²__ _Ø§____, (Mrs. Harris Goes to Paris)
__Ø´__ __, (Everything Everywhere All at Once)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/Mdh1VuFkqC",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ __Ø«_ __ ____ __Ø³___ Ø£_ ____Ø¯_:
Ø¯__Øº_ _Ø§__Ø§, (Babylon)
Ø¯Ø§___ _Ø±_Øº, (Glass Onion: A Knives Out Mystery)
Ø£Ø¯_ Ø¯Ø±Ø§__Ø±, (White Noise)
_____ _Ø§Ø±__, (The Banshees of Inisherin)
Ø±Ø§__ ____Ø³, (The Menu)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/KjccsQZ9hS",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ __Ø«_ __ ____ Ø¯Ø±Ø§__:
Ø£_Ø³Øª_ Ø¨Øª_Ø±, (Elvis)
Ø¨Ø±__Ø¯Ø§_ _Ø±_Ø²Ø±, (The Whale)
___ Ø¬Ø§__Ø§_, (The Son)
Ø¨__ _Ø§__, (Living)
Ø¬_Ø±__ Ø¨_Ø¨, (The Inspection)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EJJX https://t.co/roUdqRaR0v",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ _Ø®Ø±Ø¬ ____:
Ø¬__Ø³ _Ø§__Ø±__, (Avatar: The Way of Water)
Ø¯Ø§____ __Ø§_ _Ø¯Ø§____ Ø´___Ø±Øª, (Everything Everywhere All at Once)
Ø¨Ø§Ø² __Ø±_Ø§_, (Elvis)
_Ø§Ø±Øª_ _Ø§_Ø¯__Ø§, (The Banshees of Inisherin)
Ø³Øª___ Ø³Ø¨__Ø¨_Ø±Øº, (The Fabelmans)

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EJJX https://t.co/GPtlxvcBP2",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ ____ __Ø³___ Ø£_ ____Ø¯_:
Babylon
The Banshees of Inisherin
Everything Everywhere All at Once
Glass Onion: A Knives Out Mystery
Triangle of Sadness

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/A6gBbmZNVk",2022/12/12 20:42
1.6e+18,ArbWarez2,Bahrain,"Ø£_Ø¶_ ____ Ø¯Ø±Ø§__:
Avatar: The Way of Water
Elvis
The Fabelmans
TÃ¡r
Top Gun: Maverick

#GoldenGlobes 
Ø§__Ø§Ø¦_Ø© _Ø§__Ø©: https://t.co/ciKYb7EbUp https://t.co/PL5UCgEjuG",2022/12/12 20:42
1.6e+18,mavpatt,he/him,"Ta kategoria mnie zarazem _mieszy i smuci. Super, Å¼e Daniele s_ nominowani, ale smuci brak takich nazwisk jak Robert Eggers, Park Chan-wook czy Todd Field, kaÅ¼da z tych nominacji na spokojnie imo by_aby lepsza niÅ¼ za Elvisa. #GoldenGlobes https://t.co/7ZPNLGQ85C",2022/12/12 20:38
1.6e+18,Romegadigitaltv,Mundial,"Tres mexicanos estÃ¡n en la lista de nominados a los #GoldenGlobes 2023:

- Guillermo del Toro para mejor pelÃ­cula por #Pinocho.
- Diego Luna como mejor actor en una serie de televisiÃ³n de drama por #Andor.
- Diego Calva como mejor actor en una pelÃ­cula de comedia por #Babylon. https://t.co/5G7v6Z2PAR",2022/12/12 20:36
1.6e+18,MoviesThatMaher,"Los Angeles, CA","#ElvisMovie has been nominated for 3 #GoldenGlobes

Best Motion Picture - Drama
Baz Luhrmann for Best Director Austin Butler for Best Actor https://t.co/waXUfpIAa2",2022/12/12 20:30
1.6e+18,MovieCrazyP,,"Nominados #GoldenGlobes.

Mejor Banda Sonora.

_ Carter Burwell - The Banshees of Inisherin 
_ Alexandre Desplat - Pinocchio Guillermo del Toro
_ Hildur GuÃ°nadÃ³ttir - Women Talking 
_ Justin Hurwitz - Babylon
_ John Williams - The Fabelmans https://t.co/SPQe76AMy7",2022/12/12 20:30
1.6e+18,enelradarcom,,"__Al filme protagonizado por Colin Farrell le sigue 'Everything Everywhere All at Once', de Dan Kwan y Daniel Scheinert, con seis nominaciones. #GoldenGlobes #EnElRadar
https://t.co/IYgBqKbN0G",2022/12/12 20:30
1.6e+18,CineenRaccord,EspaÃ±a,"Nominaciones de #Elvis en los Globo de Oro.

#GoldenGlobes #BazLuhrmann #AutinButler https://t.co/3FhphR3oTl",2022/12/12 20:29
1.6e+18,MatthewLiedke,"The Twin Cities, MN - He/Him","Final point, I still have to see del Toro__ Pinocchio and the new Puss in Boots film. Turning Red is currently my top animated film of the year. 
#GoldenGlobes",2022/12/12 20:26
1.6e+18,lori_milo,"Dallas/Fort Worth, Texas",@ElvisMovie @bazluhrmann @austinbutler @goldenglobes @wbpictures ____________ Totally deserving of these nominations! #ElvisMovie was phenomenal &amp; Austin Butler far exceeded all expectations I had with his portrayal of Elvis. Would love to see a sweep here ___#GoldenGlobes,2022/12/12 20:21
1.6e+18,CaleighAMiller,"New York, USA","I am shocked by the Lead Actor in a Drama Movie nominees. After seeing Elvis, I don__ think Austin Butler deserved to be nominated. And I__ shocked that they chose Jeremy Pope over Paul Mescal. Ugh!! #GoldenGlobes",2022/12/12 20:20
1.6e+18,strengthtodream,Scotland,Congratulations @austinbutler on a richly deserved #GoldenGlobes nomination for #ElvisMovie. The fact I watched it 5 times in cinema (something I doubt I'll repeat for any other film) says it all about the calibre of his performance. https://t.co/TBUxei2zju,2022/12/12 20:17
1.6e+18,liamobrienactor,Limerick,"Delighted for all the nominations for one of my favourite films this year The Banshees of Inisherin, but comedy or musical category? And yet Elvis is a drama? Nah not having that. #GoldenGlobes",2022/12/12 20:15
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Picture - Drama

_ Avatar: The Way of Water
_ Elvis 
_ The Fabelmans 
_ TÃ¡r
_ Top Gun: Maverick https://t.co/jW5KVgjqNk",2022/12/12 20:04
1.6e+18,Rosesdaughter61,Some where rockin_ out,@PopBase Austin! Austin! Austin!! He__ got to walk away with some award for #Elvis! #Oscars2023 would be great! #GoldenGlobes too!,2022/12/12 20:03
1.6e+18,thewayofwater23,,"James Cameron has also received a nod for ""Best Director"" __ongratulations to the entire 'Avatar: The Way of Water' family_ Landau wrote earlier on Thursday. #AvatarTheWayOfWater The film is distributed by 20th Century Studios #GoldenGlobes https://t.co/yuOl4QW1YF",2022/12/12 20:02
1.6e+18,NylonMag,"New York, USA","A24__ 'Everything Everywhere All at Once' has been nominated for multiple #GoldenGlobes.  
https://t.co/DAj6iI0ACE",2022/12/12 20:02
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Picture - Musical/Comedy

_ Babylon
_ The Banshees of Inisherin
_ Everything Everywhere All at Once 
_ Glass Onion: A Knives Out Mystery
_ Triangle of Sadness https://t.co/qFIaiYze77",2022/12/12 20:02
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Actor: Motion Picture - Drama

_ Austin Butler - Elvis 
_ Brendan Fraser - The Whale 
_ Hugh Jackman - The Son
_ Bill Nighy - Living 
_ Jeremy Pope - The Inspection https://t.co/kYSN7670dN",2022/12/12 20:00
1.6e+18,Nuslerosh,"Orlando, FL","The Elvis sweep this year is so embarrassing. It's sad how much hype that movie is getting. It is the most bait movie to come out this year, and it isn't even good. Especially in a year like 2022 where there are SO many better other options to nominate for awards. #GoldenGlobes",2022/12/12 19:57
1.6e+18,CinephileGuide,,"#GoldenGlobes__ominees for Best Actress- Motion Picture: Musical/Comedy

_ Lesley Manville: Mrs. Harris Goes to Paris 
_ Margot Robbie: Babylon
_ Anya Taylor-Joy: The Menu
_ Emma Thompson: Good Luck to You, Leo Grande 
_ Michelle Yeoh: Everything Everywhere All at Once https://t.co/1XTONvnETe",2022/12/12 19:57
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Supporting Actor - Motion Picture

_ Brendan Gleeson - The Banshees of Inisherin 
_ Barry Keoghan - The Banshees of Inisherin
_ Brad Pitt - Babylon 
_ Ke Huy Quan - Everything Everywhere All at Once 
_ Eddie Redmayne - The Good Nurse https://t.co/gVDwcdTMbt",2022/12/12 19:51
1.6e+18,Brookeshadowbj,"St.Louis, MO.",@ElvisMovie @bazluhrmann @austinbutler @goldenglobes @wbpictures Congrats _¤ï_ ______ Well deserved! #ElvisMovie #GoldenGlobes,2022/12/12 19:49
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Song - Motion Picture

_ ""Carolina"" - Where The Crawdads Sing
_ ""Ciao Papa"" - Guillermo del Toro's Pinocchio
_ ""Hold My Hand"" - Top Gun: Maverick
_ ""Lift Me Up"" - Black Panther: Wakanda Forever
_ ""Naatu Naatu"" - RRR https://t.co/waFnoAfbL3",2022/12/12 19:49
1.6e+18,MrHawkTV,Years on Twitch 1ï¸__2ï¸__,"Austin Butler deserves 100% to win best actor at #GoldenGlobes for Elvis. The whole year he put into the role to learn the accent, sing all the songs himself, the movements ect. Its just on another level of acting. #Elvis",2022/12/12 19:48
1.6e+18,CinephileGuide,,"#GoldenGlobes_ nominees for Best Supporting Actress - Motion Picture 

_ Angela Bassett: Wakanda Forever 
_ Kerry Condon: The Banshees of Inisherin 
_ Jamie Lee Curtis: Everything Everywhere All at Once 
_ Dolly De Leon: Triangle of Sadness 
_ Carey Mulligan: She Said https://t.co/a43gSgmZmK",2022/12/12 19:46
1.6e+18,ElvisMovie,,"#ElvisMovie has been nominated for 3 #GoldenGlobes, including Best Motion Picture - Drama, @BazLuhrmann for Best Director - Motion Picture, and @AustinButler for Best Actor - Motion Picture Drama. Congratulations! https://t.co/WPYUf8hwal",2022/12/12 19:45
1.6e+18,nerdsandbeyond,,'Top Gun: Maverick' Earns Two Golden Globe Award Nominations @goldenglobes @NBC @TopGunMove #GoldenGlobes https://t.co/jwN5CtI5xy,2022/12/12 19:45
1.6e+18,lalo_bloom,,"Feliz por la nominaciÃ³n de Jenna Ortega, Imelda Staunton, Jamie Lee Curtis y Turning Red ______

#GoldenGlobes https://t.co/Ep5QThN7Fs",2022/12/12 19:42
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Director - Motion Picture

_ James Cameron - Avatar: The Way of Water
_ Daniel Kwan, Daniel Scheinert - Everything Everywhere All at Once 
_ Baz Luhrmann - Elvis 
_ Martin McDonagh - The Banshees of Inisherin
_ Steven Spielberg - The Fabelmans https://t.co/Lz2ECQuwzT",2022/12/12 19:40
1.6e+18,sspnfilmy,"New Delhi, India","2023 #GoldenGlobes_ Nominations:

BEST ACTOR, DRAMA:

Austin Butler _ Elvis
Brendan Fraser _ The Whale
Bill Nighy _ Living
Hugh Jackman _ The Son
Jeremy Pope _ The Inspection",2022/12/12 19:37
1.6e+18,sspnfilmy,"New Delhi, India","2023 #GoldenGlobes_ Nominations:

BEST ACTOR, COMEDY OR MUSICAL:

Daniel Craig _ Glass Onion: A Knives Out Mystery
Colin Farrell _ The Banshees Of Inisherin
Diego Calva _ Babylon
Ralph Fiennes _ The Menu
Adam Driver _ White Noise",2022/12/12 19:36
1.6e+18,sspnfilmy,"New Delhi, India","2023 #GoldenGlobes_ Nominations:

BEST MOTION PICTURE, DRAMA:

The Fabelmans
Top Gun: Maverick
Elvis
T_R
Avatar: The Way Of The Water",2022/12/12 19:36
1.6e+18,CinephileGuide,,"#GoldenGlobes nominees for Best Actor - Motion Picture - Musical/Comedy

_ Diego Calva - Babylon
_ Daniel Craig - Glass Onion: A Knives Out Mystery
_ Adam Driver - White Noise 
_ Colin Farrell - The Banshees of Inisherin
_ Ralph Fiennes - The Menu https://t.co/5KSuNNx9i4",2022/12/12 19:36
1.6e+18,sspnfilmy,"New Delhi, India","2023 #GoldenGlobes_ Nominations:

BEST MOTION PICTURE, MUSICAL OR COMEDY:

Babylon
The Banshees Of Inisherin
Everything Everywhere All At Once
Glass Onion: A Knives Out Mystery
Triangle Of Sadness",2022/12/12 19:35
